NRO;ID_ESTABLECIMIENTO;NOMBRE_OFICIAL;COORDENADAS_X;COORDENADAS_Y;RED_DE_ATENCION;INSTITUCION;NIVEL_DE_ATENCION;TIPOLOGIA;CODIGO_PROVINCIA;PROVINCIA;CODIGO_CANTON;CANTON;CODIGO_PARROQUIA;PARROQUIA;HORARIO_DE_ATENCION;AÑO;MES;ATENCIONES_CONSULTA_EXTERNA ;ATENCIONES_EMERGENCIA;EGRESOS_HOSPITALARIO;ATENCIONES_DE_AMBULANCIA;CIRUGIAS;CAMAS_CENSABLES_DOTACION;PROMEDIO_DE_CAMAS_DE_DISP;INDICE_DE_OCUPACION_DE_CAMAS;GIRO_DE_CAMA;% _ABASTECIMIENTO >1MES_GENERAL_MEDIC;%_ABASTECIMIENTO >1MES_ESENCIALES_MEDIC;%_ABASTECIMIENTO >1MES_VITALES_MEDIC;%_ABASTECIMIENTO >1MES_GENERAL_(DISPOSITIVOS_MEDICOS);EJECUCION_PRESUPUESTARIA_PRESUPUESTO_EJECUTADO;EJECUCIÓN PRESUPUESTARIA - PRESUPUESTO ASIGNADO;%_EJECUCION_PRESUPUESTARIA_RESULTADO ((Presupuesto ejecutado / Presupuesto asignado) × 100);INDICE_DE_AUSENTISMO_PACIENTE;NUMERO_DE_PROFESIONALES_ACTUALES_OPERATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ADMINISTRATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ESPECIALIDAD;%_INDICE_DE_SATISFACCION_DEL_PACIENTE
55;1220200000;HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO;-79,898543;-2,231383;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;9;GUAYAS;901;GUAYAQUIL;90114;XIMENA;00:00 - 24:00;2025;Julio;39111;11681;1364;459;1231;354;330,0322581;100%;4,132929332;39,08%;;;64%;6,6252E+15;12864520639;52%;16%;1974;646;;89,96%
56;1220200000;HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO;-79,898543;-2,231383;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;9;GUAYAS;901;GUAYAQUIL;90114;XIMENA;00:00 - 24:00;2025;Agosto;35623;13607;1416;434;1231;354;336,6774194;100%;4,205806266;43,52%;;;63%;7,66074E+15;1,30658E+16;59%;16%;1970;615;;89,96%
57;1220200000;HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO;-79,898543;-2,231383;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;9;GUAYAS;901;GUAYAQUIL;90114;XIMENA;00:00 - 24:00;2025;Septiembre;38308;14160;1373;485;1162;354;340,9333333;100%;4,027180289;42,48%;;;67%;8,64205E+15;1,30576E+16;66%;17%;1961;608;;89,96%
58;1220200000;HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO;-79,898543;-2,231383;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;9;GUAYAS;901;GUAYAQUIL;90114;XIMENA;00:00 - 24:00;2025;Octubre;37430;13981;1455;428;1252;355;344,8666667;100%;4,219021844;45,19%;;;67%;9667274863;13055366381;74%;16%;1963;609;;89,96%
59;1220200000;HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO;-79,898543;-2,231383;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;9;GUAYAS;901;GUAYAQUIL;90114;XIMENA;00:00 - 24:00;2025;Noviembre;30005;13875;1255;354;1014;355;344,5666667;87%;3,642255974;45,02%;;;68%;1,08668E+16;1,30807E+16;83%;16%;1972;602;;89,96%
60;1220200000;HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO;-79,898543;-2,231383;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;9;GUAYAS;901;GUAYAQUIL;90114;XIMENA;00:00 - 24:00;2025;Diciembre;35843;14183;1391;385;1076;355;343;100%;4,055393586;44,06%;;;68%;;;;17%;1970;599;;89,96%
61;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Enero;25249;17653;1443;415;718;275;275;96%;5,247272727;45,88%;46%;68%;81%;3,5959E+15;7,53788E+15;5%;16%;1564;459;;89,96%
62;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Febrero;24406;16790;1327;459;712;275;275;89%;4,825454545;44,06%;45%;63%;78%;8,39842E+15;75378773;11%;17%;1561;455;;89,96%
63;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Marzo;22703;19310;1382;451;719;275;275;88%;5,025454545;44,25%;45%;68%;74%;1644666366;7,65789E+15;21%;18%;1558;453;;89,96%
64;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Abril;24273;17955;1395;454;751;275;275;96%;5,072727273;41,39%;43%;56%;79%;2,13751E+16;7,66495E+15;28%;18%;1561;453;;89,96%
65;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Mayo;26337;19060;1405;502;770;275;274,1290323;92%;5,125323606;46,07%;48%;56%;82%;2,83165E+16;7,6561E+15;37%;16%;1595;456;;89,96%
66;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Junio;26017;18902;1304;642;708;276;270,9333333;98%;4,812992126;47,64%;49%;61%;82%;3612981714;8,21611E+15;44%;19%;1587;455;;89,96%
67;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Julio;27367;17431;1362;646;775;283;269,4193548;94%;5,055316092;54,36%;57%;63%;78%;4,29745E+15;8216111438;52%;18%;1339;451;;89,96%
68;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Agosto;22119;15577;1245;497;745;283;262,516129;89%;4,742565741;62,86%;64%;60%;80%;5,01855E+15;8,71634E+15;58%;17%;1337;442;;89,96%
69;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Septiembre;28672;16733;1345;478;805;283;262,4;91%;5,125762195;62,68%;64%;57%;84%;5,62043E+15;8,71634E+15;64%;15%;1344;432;;89,96%
70;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Octubre;30130;17866;1378;492;821;283;261,6666667;100%;5,266242038;57,57%;59%;49%;78%;6219478623;8,71432E+15;71%;14%;1348;434;;89,96%
71;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Noviembre;25522;16647;1211;474;732;283;262,4333333;93%;4,614505271;60,00%;61%;63%;75%;6858380777;8,71432E+15;79%;13%;1347;427;;89,96%
72;1330300000;HOSPITAL DE ESPECIALIDADES - JOSÉ CARRASCO ARTEAGA;-78,970173;-2,898802;RPIS;IESS;III NIVEL;HOSPITAL DE ESPECIALIDADES;1;AZUAY;101;CUENCA;10109;MONAY;00:00 - 24:00;2025;Diciembre;28709;17410;1310;499;774;283;262;99%;5;64,10%;65%;67%;81%;;;;14%;1339;421;;89,96%
73;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Enero;9565;6371;144;28;;47;47;45%;3,063829787;75,76%;;;87%;5119983;1253568592;4%;14%;241;85;;89,96%
74;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Febrero;8244;5716;168;18;64;47;47;48%;3,574468085;74,25%;;;85%;121247912;1,25357E+16;10%;20%;240;85;;89,96%
75;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Marzo;7249;6492;213;23;93;47;47;62%;4,531914894;68,77%;;;84%;202678862;1,25357E+16;16%;22%;244;85;;89,96%
76;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Abril;8855;6289;219;22;127;47;47;63%;4,659574468;71,43%;;;85%;274748715;1254413592;22%;22%;244;85;;89,96%
77;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Mayo;8956;6109;222;19;137;47;47;59%;4,723404255;70,82%;;;83%;3,70241E+16;1,25368E+16;30%;25%;243;84;;89,96%
78;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Junio;9062;6212;189;23;105;47;47;57%;4,021276596;73,84%;;;88%;484027098;1,25368E+16;39%;25%;242;85;;89,96%
79;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Julio;10631;6510;208;19;121;47;47;54%;4,425531915;73,60%;;;89%;61043372;1,25368E+16;49%;21%;222;85;;89,96%
80;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Agosto;9613;6902;202;16;93;47;47;52%;4,29787234;70,03%;;;88%;6,99254E+15;1,25368E+16;56%;19%;222;76;;89,96%
81;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Septiembre;10100;7399;198;20;73;47;47;60%;4,212765957;71,05%;;;86%;8,0129E+15;1,25368E+16;64%;21%;222;77;;89,96%
82;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Octubre;9863;6707;149;39;9;47;47;53%;3,170212766;70,07%;;;85%;8,76745E+15;1,25459E+16;70%;21%;218;77;;89,96%
83;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Noviembre;7285;6187;115;17;;47;47;42%;2,446808511;75,74%;;;87%;9,84902E+15;1,25459E+16;79%;23%;218;77;;89,96%
84;2110600000;HOSPITAL BÁSICO - ESMERALDAS;-79,652520;0,95661;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;8;ESMERALDAS;801;ESMERALDAS;80150;ESMERALDAS;00:00 - 24:00;2025;Diciembre;8805;6767;153;15;;47;47;46%;3,255319149;77,38%;;;88%;;;;22%;218;76;;89,96%
85;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Enero;12914;17743;753;222;572;134;134;100%;5,619402985;75,77%;;;71%;2,30689E+16;33068754;7%;14%;836;165;;89,96%
86;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Febrero;11839;17064;817;202;572;134;134;100%;6,097014925;72,11%;;;69%;4,82493E+15;3,30688E+16;15%;12%;835;165;;89,96%
87;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Marzo;13065;19554;927;265;606;134;134;100%;6,917910448;72,19%;;;68%;7,44868E+15;3,42855E+15;22%;13%;835;165;;89,96%
88;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Abril;15218;18166;865;269;635;134;134;100%;6,455223881;68,51%;;;68%;1069813811;3,43161E+16;31%;13%;829;165;;89,96%
89;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Mayo;14439;17508;854;234;629;134;134;100%;6,373134328;69,89%;;;67%;1,30601E+16;3,62635E+16;36%;15%;838;167;;89,96%
90;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Junio;15155;16977;802;256;654;134;134;100%;5,985074627;67,78%;;;67%;1,60136E+16;3,62635E+16;44%;16%;837;165;;89,96%
91;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Julio;15503;16580;862;253;695;134;134;100%;6,432835821;64,09%;;;69%;1,8926E+16;3,62635E+15;52%;15%;715;168;;89,96%
92;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Agosto;12599;15134;830;278;665;134;134;100%;6,194029851;62,26%;;;73%;2,19409E+16;3,83396E+16;57%;14%;714;158;;89,96%
93;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Septiembre;16794;16263;768;287;643;134;134;100%;5,731343284;66,12%;;;72%;2,48789E+16;3833963984;65%;14%;713;154;;89,96%
94;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Octubre;16786;16443;818;269;656;134;134;100%;6,104477612;68,96%;;;76%;2,76616E+16;3833963984;72%;16%;711;154;;89,96%
95;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Noviembre;13716;16383;709;208;606;134;134;100%;5,291044776;66,10%;;;80%;3189610468;3,83396E+16;83%;12%;712;153;;89,96%
96;2119100000;HOSPITAL GENERAL - SAN FRANCISCO DE QUITO;-78,477734;-0,091406;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170102;CARCELÉN;00:00 - 24:00;2025;Diciembre;15521;18554;816;175;632;134;134;100%;6,089552239;69,30%;;;85%;;;;14%;708;153;;89,96%
97;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Enero;9215;9148;601;135;465;117;117;90%;5,136752137;44,35%;;;49%;1,23957E+16;20224177;6%;19%;543;83;;89,96%
98;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Febrero;11227;7427;519;;369;117;117;92%;4,435897436;42,56%;;;53%;2,66315E+16;2081356453;13%;19%;545;82;;89,96%
99;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Marzo;10578;8274;519;104;369;119;117,8709677;78%;4,403119869;45,24%;;;47%;4,53121E+15;2081356453;22%;19%;543;81;;89,96%
100;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Abril;11233;8975;545;158;375;119;119;88%;4,579831933;50,00%;;;46%;6,46261E+15;2082674653;31%;18%;543;80;;89,96%
101;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Mayo;10576;8807;588;149;411;119;119;89%;4,941176471;48,81%;;;47%;8,38263E+15;2333574366;36%;23%;568;80;;89,96%
102;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Junio;10894;8309;578;111;416;119;119;92%;4,857142857;44,51%;;;40%;1055509985;2,33357E+16;45%;25%;573;80;;89,96%
103;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Julio;12833;8698;585;51;398;119;119;96%;4,915966387;43,92%;;;37%;1,22081E+16;2,33357E+16;52%;22%;486;81;;89,96%
104;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Agosto;11440;7876;607;221;350;119;119;83%;5,100840336;44,76%;;;44%;1,50285E+16;2333574366;64%;23%;486;68;;89,96%
105;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Septiembre;12625;8575;616;206;415;119;119;84%;5,176470588;45,57%;;;45%;1692885779;2,40819E+16;70%;19%;481;68;;89,96%
106;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Octubre;10991;8593;529;213;286;119;119;100%;4,445378151;54,38%;;;46%;1,85431E+16;240819084;77%;20%;479;68;;89,96%
107;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Noviembre;8114;7846;541;129;358;119;119;86%;4,546218487;54,52%;;;66%;2,1355E+16;240819084;89%;21%;480;67;;89,96%
108;2119400000;HOSPITAL GENERAL - SANTO DOMINGO;-79,154126;-0,254302;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;00:00 - 24:00;2025;Diciembre;11836;8284;635;165;429;119;119;92%;5,336134454;53,73%;;;65%;;;;23%;479;67;;89,96%
109;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Enero;28011;;;;;;;;;78,60%;;;80%;3,80266E+15;6368919;6%;21%;156;38;;89,96%
110;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Febrero;26443;;;;;;;;;73,66%;;;81%;9,53674E+15;6,36892E+15;15%;22%;156;37;;89,96%
111;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Marzo;24399;;;;;;;;;71,31%;;;77%;1,56843E+16;6,36892E+15;25%;22%;157;39;;89,96%
112;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Abril;27499;;;;;;;;;70,61%;;;81%;213589517;7,21793E+15;30%;22%;158;39;;89,96%
113;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Mayo;26464;;;;;;;;;67,07%;;;89%;267728522;7,21793E+15;37%;22%;158;39;;89,96%
114;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Junio;27355;;;;;;;;;68,42%;;;90%;3,19772E+15;7,21793E+15;44%;25%;159;39;;89,96%
115;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Julio;29444;;;;;;;;;60,00%;;;91%;3,82827E+16;7,85039E+15;49%;22%;159;39;;89,96%
116;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Agosto;26056;;;;;;;;;68,57%;;;88%;450505381;7,85039E+15;57%;19%;157;39;;89,96%
117;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Septiembre;26535;;;;;;;;;69,92%;;;90%;5,20922E+15;7,85039E+15;66%;19%;154;39;;89,96%
118;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Octubre;27005;;;;;;;;;67,07%;;;90%;5,85689E+15;7,85039E+15;75%;19%;155;39;;89,96%
119;2119800000;CENTRO DE ESPECIALIDADES - COMITÉ DEL PUEBLO;-78,477608;-0,119914;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170105;COMITÉ DEL PUEBLO;06:00 - 16:30;2025;Noviembre;20525;;;;;;;;;67,48%;;;88%;672550516;7,85039E+15;86%;18%;155;39;;89,96%
